;accountName;saleDate;totaltransactions;avgprice;lastprice;differentip;lifespan;number_of_week;weekend;lastmethod;country;orderfreq;return
250995;8c4fdc66f9733b0c2656dd720245;2013;1;10.0;10.0;1;1;3;0;100;106;1.0;0
250997;f62d48edbbc04afe4097f4e35a1b;2013;6;1.49;1.99;5;129;6;1;1000;32;21.5;1
251011;2a448b6c30ba7ee31e9904d56319;2013;5;3.938;2.0;2;207;6;1;2000;84;41.4;0
251036;6c85b2a59a2ba8550738480dc41a;2013;2;8.0;8.0;1;1;3;0;2000;43;0.5;0
251066;2bc97981440945024951b57ada77;2013;5;2.114;1.69;4;34;1;0;2000;49;6.8;1
251071;5beda9faebc7473bb3a51f511acd;2013;7;8.0;8.0;1;3;6;1;2000;43;0.428571428571;0
251078;8805ad80619ea5f81b3abcc56ec4;2013;4;22.5;20.0;1;3;6;1;137;33;0.75;0
251101;334297709aab033d9a181fe458e5;2013;6;5.5;10.0;3;36;4;0;40;43;6.0;0
251104;5ab0e2a6ecdea11efda971ebf1b8;2013;1;2.0;2.0;1;1;3;0;2000;15;1.0;0
251123;e62a76442792cb1f38b641f9172b;2013;1;9.99;9.99;1;1;3;0;2000;32;1.0;0
251165;1bff4a5fb7297f0adbb6a156ccab;2013;3;4.5;4.5;1;1;3;0;1000;43;0.333333333333;0
251170;d99acedbab36435e58d9d77ff3b3;2013;28;1.69;1.69;7;34;2;0;2000;43;1.21428571429;0
251171;a49075fe39281ee797a83a58ee65;2013;2;15.0;15.0;1;1;3;0;1000;64;0.5;0
251178;88edddf9a4078642eaa8c5fe19fb;2013;2;2.845;1.69;1;1;3;0;2000;43;0.5;0
251192;fcceb9a72bfd270c334f0697bfff;2013;9;4.0;4.0;6;6;2;0;2000;43;0.666666666667;0
251209;80ce4e24dcb859709dad8c8889fd;2013;1;20.0;20.0;1;1;3;0;20;32;1.0;0
251233;be676adbf4f46bb4e54d1751221b;2013;3;3.79333333333;8.0;2;2;5;1;2000;43;0.666666666667;0
251248;4c87e4d7753c25a99ee055a07042;2013;1;2.0;2.0;1;1;3;0;2000;43;1.0;0
251250;d1164a2cff1aa7aaf47b5af98ea0;2013;1;1.69;1.69;1;1;3;0;2000;43;1.0;0
251259;7c6422a3662acd19303f154321bc;2013;1;1.99;1.99;1;1;3;0;1000;32;1.0;0
251260;cb98b4e5a5a7fa79748cd4444ca3;2013;2;1.69;1.69;1;1;3;0;2000;49;0.5;0
251261;50a50124a084d47d2c39f97d6489;2013;96;3.24322916667;1.69;2;36;4;0;2000;84;0.375;0
251267;35037aad33b563b3b66df4168cde;2013;2;1.845;2.0;2;15;4;0;2000;43;7.5;0
251268;69a63e3d4a9273c18a2c15ead03b;2013;8;15.0;15.0;1;64;4;0;80;15;8.0;0
251280;3e6b93516b4e1dc4db292a6272e2;2013;1;1.69;1.69;1;1;3;0;2000;43;1.0;0
251315;84254c64f50081d7e45e7af985fa;2013;5;2.152;4.0;2;1;4;0;2000;43;0.2;0
251320;9afd2b0311c67d55d0347e759b4b;2013;23;2.17391304348;2.0;3;9;5;1;2000;43;0.391304347826;0
251322;44951ee9d8e7710ad07ea32d941c;2013;10;2.738;1.69;4;56;3;0;2000;49;5.6;0
251326;beda938c5b29faa8731ed617a454;2013;1;10.0;10.0;1;1;3;0;100;106;1.0;0
251336;499e6d0a52e2d62ba1319bd6316b;2013;2;2.6345;1.74;2;31;6;1;1000;44;15.5;0
251374;c26dfcd17e8ad4e318d0533adefb;2013;1;4.0;4.0;1;1;3;0;2000;43;1.0;0
251375;c6240677d5501152db3b518b8a67;2013;1;1.69;1.69;1;1;3;0;2000;43;1.0;0
251376;8a6363da35d462b73514feede6b3;2013;1;2.0;2.0;1;1;3;0;2000;43;1.0;0
251400;fe17d4bbd0f3d89ea85264fef228;2013;6;6.33333333333;4.84;1;14;3;0;1000;103;2.33333333333;0
251407;403786adb61b866827404a0e7f8a;2013;2;1.5;1.5;1;12;1;0;1000;90;6.0;0
251415;5962586d41c9c5b4df5b41a56187;2013;1;15.0;15.0;1;1;3;0;100;39;1.0;0
251432;94d2efff7a6aef8f365907196bb6;2013;11;3.60818181818;8.0;6;15;4;0;2000;43;1.36363636364;1
251435;f753b9fe6221eff73109c985f0fc;2013;43;4.02348837209;4.0;18;147;3;0;2000;124;3.41860465116;0
251449;788d8d71ecf13657a9f0792e636b;2013;153;5.80414379085;2.0;39;204;5;1;2000;49;1.33333333333;0
251463;2160f88f9d46ffee0ffaddd1161f;2013;1;1.69;1.69;1;1;4;0;2000;43;1.0;0
251486;5ebb2399b0d54498f5e93c7d1737;2013;4;5.5;8.0;3;91;3;0;2000;45;22.75;0
251499;9862173611fd691f57ee7924c894;2013;4;5.74;3.99;2;5;1;0;1000;32;1.25;0
251511;043f06b4d5afcfd5e3dffb9449d4;2013;1;8.0;8.0;1;1;4;0;2000;43;1.0;0
251519;715c8961d2b9589c229f146e658e;2013;1;10.0;10.0;1;1;4;0;100;39;1.0;0
251523;8b8bc1740159c51a352688a57916;2013;1;10.0;10.0;1;1;4;0;137;124;1.0;0
251524;852d851271d07ee708841a152273;2013;1;1.14;1.14;1;1;4;0;1000;26;1.0;0
251533;bbb7a0417be4ede5748777de1ddf;2013;9;5.55555555556;5.0;7;154;3;0;40;50;17.1111111111;1
251550;c26a3424f8da99f3b63e8cde556e;2013;2;10.0;10.0;1;1;4;0;40;50;0.5;0
251554;39a77481ba6e9c3f720a929497f3;2013;3;2.56333333333;4.0;3;24;6;1;2000;130;8.0;0
251559;b5b449ef8b3511e91af793a75470;2013;1;10.0;10.0;1;1;4;0;40;32;1.0;0
251562;08b810eeb97fb07f1785c88c089e;2013;5;2.648;2.06;2;39;0;0;1000;50;7.8;1
251563;1ee75831799c5e4df7f7af8b0b28;2013;29;7.13793103448;5.0;5;203;3;0;80;15;7.0;1
251569;71c110bd3776b931b392f3d6376c;2013;2;10.0;10.0;1;1;4;0;40;32;0.5;0
251589;0dab9c480117afde5c8772ca6764;2013;11;19.0909090909;10.0;9;130;0;0;1000;11;11.8181818182;1
251593;a7102ecc2e9fb5d4faa86dc8f39f;2013;5;9.8;7.08;4;16;5;1;1000;40;3.2;0
251597;39d8756152c3f37b3c5c5e1ca798;2013;18;5.11111111111;2.0;3;18;0;0;2000;84;1.0;0
251598;b4c7ffb2bcf319d4b923a9dac0b5;2013;9;16.6611111111;9.99;8;21;3;0;1000;32;2.33333333333;0
251611;740c620ea345fa3360051d1210d6;2013;2;17.5;10.0;2;4;0;0;40;32;2.0;0
251617;2cf1fde654f8f244ee5d3a344135;2013;4;1.7675;1.69;2;38;6;1;2000;43;9.5;1
251626;00c5d5a88795ac248aaa2e2b041e;2013;5;3.39;0.99;3;4;1;0;1000;32;0.8;0
251627;f36f71bfc36aa10cb0b8c928489d;2013;1;10.0;10.0;1;1;4;0;30;90;1.0;0
251633;4d4a8c2da4480d6ac9262cf3175b;2013;53;2.75547169811;1.5;16;200;0;0;1000;43;3.77358490566;1
251658;a8d9da1fedccb7ad01adbe86253e;2013;3;40.0;10.0;2;3;0;0;40;32;1.0;0
251661;ab4b9c311c9e21aa9ee6454c9e68;2013;2;30.0;10.0;2;73;0;0;40;50;36.5;0
251663;7736444eefbb3f5b709a8c6134e6;2013;6;4.33333333333;2.0;1;45;6;1;2000;84;7.5;0
251681;2826ce9f2965a6252c1b48d4eed2;2013;1;8.0;8.0;1;1;4;0;2000;43;1.0;0
251707;da5383f6e2378f9ee0ba55b7876f;2013;106;3.34962264151;1.69;8;40;2;0;2000;43;0.377358490566;0
251718;6ee6cefbcd6eb4d77d14c0c95c3f;2013;1;4.0;4.0;1;1;4;0;2000;43;1.0;0
251761;77e1b97fe336070146838fb04fd8;2013;4;4.74;3.99;4;14;4;0;1000;32;3.5;1
251789;a23b40d63ef412d8c718954fb670;2013;7;4.52714285714;1.69;3;26;1;0;2000;84;3.71428571429;0
251795;f2ad7a350c81ac0a0dee055dd271;2013;2;3.0;2.0;1;1;4;0;2000;43;0.5;0
251797;f1c404d53fdb0a2e013db52d5750;2013;7;8.13428571429;10.0;7;54;2;0;40;32;7.71428571429;0
251799;d9064fa7393628c1856435bbb63e;2013;6;5.49833333333;3.99;5;74;1;0;1000;32;12.3333333333;0
251800;f184a59dbe05536b2e3570fe1bc3;2013;116;2.13474137931;2.0;36;48;3;0;2000;45;0.413793103448;0
251804;52beb559d62d305ee567779d5e10;2013;4;8.0;8.0;1;14;4;0;2000;43;3.5;0
251805;24c02399ec81d1969d2e3e293c42;2013;1;5.0;5.0;1;1;4;0;40;103;1.0;0
251806;aa4ff0807f95959f19419ab48dab;2013;6;3.82333333333;0.99;2;3;0;0;1000;32;0.5;0
251815;45681a445015f19062b32d9996b1;2013;25;5.12;4.0;15;29;4;0;2000;130;1.16;0
251817;307a91a44e878bc94547f55bd973;2013;13;4.41384615385;4.0;8;54;1;0;2000;84;4.15384615385;0
251819;832e594234d71f074eeee4bec6d6;2013;3;1.65666666667;1.99;1;8;4;0;2000;32;2.66666666667;0
251867;26787d27aff2870b950a8faddca2;2013;4;10.0;10.0;1;61;2;0;20;32;15.25;0
251868;47105200a92d4e10b67aa4ac13b3;2013;2;4.0;4.0;1;1;4;0;2000;43;0.5;0
251873;834fc73ab239b68c6e033ed3cfc7;2013;2;2.845;4.0;1;1;4;0;2000;43;0.5;0
251891;4674147936a210ebbd495f6af687;2013;5;2.4;2.0;3;34;2;0;2000;43;6.8;0
251896;cb74eb996dfed7845f985c0e85f3;2013;30;4.223;4.5;3;204;5;1;1000;43;6.8;1
251903;e39999734a71ef815fecb563c803;2013;6;13.3333333333;10.0;1;156;6;1;137;90;26.0;1
251909;bc2706c8c56a3b4a2dd75d22bdec;2013;1;5.0;5.0;1;1;4;0;1000;57;1.0;0
251926;95a8770be0cfa6f08444dd30ab3b;2013;15;8.06;10.0;2;52;6;1;40;32;3.46666666667;1
251946;49c0ab0b5829279d600a4d22ced8;2013;27;1.50244444444;0.884;2;192;0;0;1000;97;7.11111111111;1
251959;2ffba10c1944e5c36723c3997ffc;2013;2;10.0;10.0;2;18;0;0;20;32;9.0;0
252012;3f7bf1db57cdb74cb52d746c01fd;2013;3;4.66666666667;4.0;1;1;4;0;2000;43;0.333333333333;0
252015;4f933e7b1d1204cfc8c37d7001ff;2013;1;2.0;2.0;1;1;4;0;2000;43;1.0;0
252017;fd85d7cecfd1ca8d700b04d186bd;2013;1;10.0;10.0;1;1;4;0;30;90;1.0;0
252019;e35f204ff522bf1539a4485b6f99;2013;6;3.28166666667;4.0;3;3;6;1;2000;43;0.5;0
252030;031d0e8296976be0b6aa3971905d;2013;9;2.15966666667;1.755;5;174;3;0;1000;97;19.3333333333;0
252040;324190da009443ffea2828641d81;2013;1;10.0;10.0;1;1;4;0;61;32;1.0;0
252043;b926ce97f8974602c45beec007e7;2013;1;1.69;1.69;1;1;4;0;2000;45;1.0;0
252045;ce548517c46a60a58d70e3d998b5;2013;1;10.0;10.0;1;1;4;0;137;20;1.0;0
252048;4fb5a0ea77d94da848f17b51dc44;2013;2;8.495;10.0;2;15;5;1;20;32;7.5;0
252054;58b8715e460813723c04da6a84a4;2013;41;2.55024390244;8.0;9;157;0;0;2000;43;3.82926829268;0
252059;cae069ca08f5593f4aa1ae9845de;2013;1;1.69;1.69;1;1;4;0;2000;84;1.0;0
252061;e3c51fcef740f48eafed44f15b90;2013;74;7.506;7.411;16;190;5;1;2000;84;2.56756756757;1
252062;50e44e267f9fc66695268bc79600;2013;1;10.0;10.0;1;1;4;0;100;39;1.0;0
252071;ebbfaac66e28d0f17950941e6124;2013;1;2.0;2.0;1;1;4;0;2000;43;1.0;0
252080;1cce03be096fb3cbea0ce0fb8cd6;2013;68;1.92323529412;1.69;15;25;1;0;2000;49;0.367647058824;1
252085;c1ac0d324db7d5fec71b19ea449a;2013;1;15.0;15.0;1;1;4;0;100;39;1.0;0
252100;53ea0da400a9ba221e1a50a918ee;2013;7;2.52714285714;4.0;4;45;0;0;2000;84;6.42857142857;0
252127;79a0f85dd5bb47c7b8bc74c706c5;2013;1;4.5;4.5;1;1;4;0;1000;43;1.0;0
252138;afb7bd86c8edba50d4d63ba127b7;2013;24;8.61541666667;10.0;2;54;2;0;40;32;2.25;0
252141;738369a1aaf50e538f0f30a32317;2013;1;2.0;2.0;1;1;4;0;2000;43;1.0;0
252146;1f895810c27d4cd81f8a6eeb710c;2013;1;1.69;1.69;1;1;4;0;2000;43;1.0;0
252162;45fe12bffd9c580341bc05d6f5a4;2013;8;2.25;4.0;2;1;5;1;2000;43;0.125;0
252165;68284b881852c80406bf4bc72beb;2013;3;2.56333333333;4.0;2;2;6;1;2000;43;0.666666666667;1
252173;7b5c176a82458a1798cd5f975081;2013;2;2.845;1.69;1;1;4;0;2000;49;0.5;0
252183;7fc5a9e516261ed14c04272b3e7d;2013;40;4.11225;4.5;7;206;0;0;1000;43;5.15;1
252192;bb4a15aa67b83c43d31a929f658c;2013;4;2.0;2.0;1;1;4;0;2000;49;0.25;0
252198;362f81341701fbb1cfe26e5a09d1;2013;21;2.21047619048;1.69;1;18;1;0;2000;84;0.857142857143;0
252220;89656c32f0a7eed6bf42bbd060c4;2013;1;1.69;1.69;1;1;4;0;2000;49;1.0;0
252233;b85a16bce4213934e0ad78cb193f;2013;12;8.66666666667;2.0;11;56;4;0;2000;84;4.66666666667;0
252241;4aea87a1158a30534f248246c782;2013;8;5.21125;1.69;5;25;1;0;2000;84;3.125;0
252245;4df6df268e648125cc39570606e0;2013;9;6.22222222222;8.0;5;17;0;0;2000;84;1.88888888889;0
252256;884ef58d2a26b52a901cf7045ed3;2013;20;3.032;1.69;7;71;5;1;2000;49;3.55;1
252285;1919ddbdb2a605f675f8f5bf0099;2013;38;1.96578947368;1.69;2;58;6;1;2000;84;1.52631578947;0
252301;fd295e7ac47f99ea84a7fd29c71e;2013;1;1.69;1.69;1;1;5;1;2000;84;1.0;0
252314;09749475ca371e4bbb96a388f92d;2013;2;4.0;4.0;2;6;4;0;2000;43;3.0;0
252318;0c46811f61d1f7bfe91402ffdf6c;2013;12;9.08016666667;11.933;11;201;2;0;1000;44;16.75;0
252328;7be7a30b0a4585ae0b506da2d44f;2013;3;3.79333333333;1.69;3;30;6;1;2000;84;10.0;0
252337;bbb4a336c8b121c28d83e4548608;2013;2;2.845;1.69;1;1;5;1;2000;43;0.5;0
252355;a7f3d577e5409791c082d682bae3;2013;5;2.4;2.0;4;147;4;0;2000;43;29.4;0
252359;7e65cfdc0fc8e5ab5f285b7a3095;2013;1;10.0;10.0;1;1;5;1;137;124;1.0;0
252367;e2bafd8b0ae1c3f743c313032cfb;2013;1;10.0;10.0;1;1;5;1;137;124;1.0;0
252374;a7ecaca32bfe8e32bbe0fe6e688e;2013;5;7.2;10.0;2;35;4;0;40;40;7.0;1
252386;5be2fb979f50dccf4311811a585b;2013;2;1.293;1.724;1;1;5;1;1000;97;0.5;0
252390;37cde74c35680b4969e77e0442f7;2013;7;2.10857142857;2.0;1;1;5;1;2000;43;0.142857142857;0
252394;5702c87245a09b5dc224be53a0cc;2013;2;0.361;0.361;1;2;6;1;1000;95;1.0;0
252398;2a0a427dca4d073d5210cb196f1d;2013;10;2.445;2.0;3;1;5;1;2000;43;0.1;0
252412;590943504ce71fc73772d1217434;2013;1;14.694;14.694;1;1;5;1;1000;124;1.0;0
252427;f35cc5fd486612442069f05e2cfd;2013;1;10.0;10.0;1;1;5;1;61;32;1.0;0
252431;d2507377bddd73430a1353699900;2013;1;4.5;4.5;1;1;5;1;1000;43;1.0;0
252446;145f70b324531f4ecfa1833e0ab5;2013;1;0.99;0.99;1;1;5;1;1000;32;1.0;0
252450;01717fa3b114dbdc3d023abf6356;2013;5;5.2;4.5;1;1;5;1;1000;43;0.2;0
252460;96c9ff881ca09dbdeb5f188464a8;2013;1;5.0;5.0;1;1;5;1;61;32;1.0;0
252461;d48a88f5db7b4a594671f99b1191;2013;10;6.491;14.99;6;204;6;1;1000;32;20.4;1
252468;33cf4146603d985dbba2269a3ff4;2013;2;3.0;4.0;1;1;5;1;2000;43;0.5;0
252477;565125e73ee6fe9937a6d8f691c2;2013;2;9.99;9.99;1;1;5;1;2000;32;0.5;0
252499;5cd2813018582ebd925f92ecc6d6;2013;1;4.0;4.0;1;1;5;1;2000;84;1.0;0
252513;20bca98f73122759efeb5123e94a;2013;9;12.7688888889;0.99;7;158;1;0;1000;32;17.5555555556;0
252515;9432da5af9357c2ffce23daf5ac2;2013;1;2.0;2.0;1;1;5;1;2000;84;1.0;0
252516;d3ed8a7bc5d838cd47b1d24c186d;2013;1;5.883;5.883;1;1;5;1;1000;44;1.0;0
252520;cd7b24c0421708ee922c2e81b971;2013;4;3.0;2.0;3;1;5;1;2000;43;0.25;1
252538;9ec4a0c0d5f063161133fcdeffe4;2013;6;5.81116666667;5.883;1;1;6;1;1000;44;0.166666666667;0
252557;cabc7ed2288f19cf94f1f67c0725;2013;2;1.69;1.69;1;1;5;1;2000;43;0.5;0
252558;6551ad450ccfe7e20ff09b3063e5;2013;5;2.338;2.0;1;1;5;1;2000;43;0.2;0
252580;403cdc0641da57138c4be303b09b;2013;1;14.99;14.99;1;1;5;1;1000;32;1.0;0
252583;c3e37088070e20db9a214ffad6a7;2013;5;3.1804;1.69;5;169;6;1;2000;43;33.8;1
252585;90731353fc4cb90d74398844c1dd;2013;20;4.0405;9.99;15;169;6;1;1000;32;8.45;0
252589;6fc5b059f7cb6f93df34761438f7;2013;18;1.94666666667;1.69;5;6;3;0;2000;43;0.333333333333;0
252598;12ab0c3adc0c8a9ee3257ef004bc;2013;7;5.71428571429;2.0;1;48;3;0;2000;84;6.85714285714;0
252621;dc15d20a548998bc1bf30b33d2e2;2013;4;2.2675;1.69;4;57;5;1;2000;43;14.25;0
252634;5a16abc7d7c26f527dffd5819861;2013;2;5.0;8.0;2;147;5;1;2000;84;73.5;0
252647;9f141b27d9884975fcf5b2fb3e30;2013;8;2.4225;2.0;1;1;5;1;2000;84;0.125;0
252652;3042a6022114fbc08443aa74d2a5;2013;1;2.0;2.0;1;1;5;1;2000;49;1.0;0
252658;f50112bc1e0b9419614a444b4116;2013;22;2.95772727273;4.0;11;153;3;0;2000;49;6.95454545455;0
252666;4a82c33b1b8b3884ca53cc3f3981;2013;4;1.69;1.69;3;4;1;0;2000;43;1.0;0
252667;ff6aa2757e8f50ca33f259610089;2013;2;5.0;5.0;2;2;6;1;40;32;1.0;0
252687;bcd990de5e688dc49fcbb1fe2c0b;2013;10;7.093;10.0;5;60;2;0;40;32;6.0;0
252688;38feca7a155ff374713f62c1ef63;2013;2;1.845;1.69;1;1;5;1;2000;43;0.5;0
252690;6982189fcef8221115d761f69b34;2013;1;2.0;2.0;1;1;5;1;1000;15;1.0;0
252707;68ccfd588f3ef15b07afd48a9579;2013;13;2.44846153846;4.0;4;23;0;0;2000;130;1.76923076923;0
252733;11c73eccba3100f85b221705bdd4;2013;3;16.1903333333;16.178;1;1;5;1;1000;24;0.333333333333;0
252742;9f6890dbf97833e4fe547a3603a6;2013;2;1.69;1.69;1;1;5;1;2000;43;0.5;0
252749;3e47a93ca683a53259ca8cccbf3d;2013;2;27.5;30.0;1;1;5;1;80;15;0.5;0
252754;1160ce480ffe1952b16442660fbd;2013;8;2.0;2.0;5;74;1;0;2000;84;9.25;0
252795;23a1f9ec4df102fcd72b9bb3427d;2013;1;6.99;6.99;1;1;5;1;1000;32;1.0;1
252799;1fa0773dee3e4307ca517a2df3b8;2013;2;3.99;3.99;2;89;2;0;1000;32;44.5;0
252801;497dfe9dee33f29cb918664a1736;2013;1;4.0;4.0;1;1;5;1;2000;43;1.0;0
252840;979c5c79e1ab02bbc95136074b9e;2013;2;3.0;3.0;1;29;6;1;1000;43;14.5;1
252842;ee43259e714d0d9f08d96a04d681;2013;2;8.0;8.0;2;7;5;1;2000;43;3.5;0
252853;5603fce1f9abead44a35fed1b82a;2013;1;4.0;4.0;1;1;5;1;1000;15;1.0;0
252857;b80574fa1c91482112ecb0891677;2013;5;2.4;4.0;4;8;5;1;2000;43;1.6;0
252875;aa0997d060af55c9a65b70ac2acb;2013;1;1.69;1.69;1;1;5;1;2000;43;1.0;0
252888;04c22b392b9dff701b0a9688d04e;2013;8;11.4975;10.0;5;51;6;1;40;32;6.375;0
252896;88e193c19266217f11102f6dc974;2013;1;10.0;10.0;1;1;5;1;100;106;1.0;0
252949;6472e854c1f128b7d80cc01eee81;2013;1;2.0;2.0;1;1;5;1;2000;43;1.0;0
252977;d72211307e6de345a9802ed3c80e;2013;11;4.51727272727;2.0;1;23;6;1;2000;43;2.09090909091;0
252981;a481531a9d147fd288451fe2fe3a;2013;6;1.3;1.3;1;42;5;1;2000;90;7.0;0
252983;00ec8e85d71494289925e339dbeb;2013;3;4.0;4.0;2;13;3;0;2000;43;4.33333333333;0
252989;00b830ca02d06d632869389b3393;2013;24;15.75;3.0;16;166;3;0;1000;11;6.91666666667;0
252991;b75d3c034ad2bc0a6b9bfe6b884b;2013;7;3.777;3.493;2;83;4;0;1000;44;11.8571428571;0
252995;a104426562d73bf381c605badaca;2013;15;2.9;3.0;2;12;3;0;1000;90;0.8;0
253000;c89978d060ef11ef5b5e24407949;2013;7;4.14285714286;1.0;3;88;1;0;40;100;12.5714285714;0
253011;80e71684947c8f747ed7eaf2a4d5;2013;1;10.0;10.0;1;1;5;1;80;15;1.0;0
253012;3713e411c3c026cf2dde0e988e03;2013;4;9.75;4.5;2;137;1;0;1000;43;34.25;0
253021;7d5f75a77742048abe315ab43321;2013;18;5.26444444444;4.0;4;38;0;0;2000;43;2.11111111111;0
253036;34b26e8be10e8cec7de0368204a6;2013;1;2.0;2.0;1;1;5;1;2000;49;1.0;0
253041;c1f6953774ab3eadffbad90c788e;2013;4;1.69;1.69;1;21;4;0;2000;49;5.25;0
253045;8593ff7c1b15c5f1f676e3cf8be0;2013;12;12.9916666667;14.99;12;58;6;1;1000;32;4.83333333333;0
253048;2484e0fd481d18a05a1e0fb96cf3;2013;1;10.0;10.0;1;1;5;1;130;20;1.0;0
253065;370577b884a8e7d8654e99533e76;2013;6;11.6666666667;10.0;1;16;0;0;20;32;2.66666666667;0
253069;15544a1ed6ad90fa840088528dd0;2013;11;10.9090909091;10.0;5;128;6;1;40;50;11.6363636364;0
253102;de5ac77c313da6840646f14def9e;2013;1;15.0;15.0;1;1;5;1;100;39;1.0;0
253118;f10a4bf827d37cb2955362c5fd02;2013;2;4.99;4.99;2;36;6;1;2000;32;18.0;1
253119;7441019980a1cdfc1af14f8205fa;2013;3;4.66666666667;1.0;1;1;5;1;40;43;0.333333333333;0
253124;07749ce271655fab59d6b1064dc9;2013;10;3.0;8.0;5;2;0;0;2000;43;0.2;0
253142;11e964b24d1d470e6732e80de469;2013;1;1.69;1.69;1;1;5;1;2000;43;1.0;0
253153;a917e0d29496214d63acd1cb318e;2013;2;10.0;10.0;1;3;1;0;40;40;1.5;0
253155;e9e7a501b96a8e6f293eba67d0e9;2013;1;5.0;5.0;1;1;5;1;40;40;1.0;0
253164;6d524f72af552a1c1ee1eadb2a2f;2013;1;2.0;2.0;1;1;5;1;2000;43;1.0;0
253167;3f44a0f72133ceb310f44bcd11aa;2013;10;2.214;1.69;6;9;0;0;2000;43;0.9;0
253173;04ed6b8d275f3cd45911dfbea453;2013;1;1.764;1.764;1;1;5;1;1000;44;1.0;0
253179;c6d1810df15a696e8fc843dbbf0f;2013;5;1.876;2.0;4;198;6;1;2000;43;39.6;1
253186;4eb2e90e5d0afe08dda6f8772993;2013;14;4.31785714286;2.0;4;126;5;1;2000;43;9.0;0
253205;4545faae2a3d8bb8058698de08de;2013;2;2.0;2.0;1;1;5;1;2000;43;0.5;0
253227;4cacc2abcfc8dff9834e4a41520a;2013;25;5.6;8.0;13;50;5;1;2000;43;2.0;0
253268;0d7d52b92ffca0a5285c6ba6eefa;2013;1;3.99;3.99;1;1;5;1;1000;32;1.0;0
253273;806a47f1e559ee1bb9948ce0e2b6;2013;1;1.69;1.69;1;1;5;1;2000;43;1.0;0
253289;0db7ec1d20a0b7db34936e02c620;2013;6;1.69;1.69;2;1;6;1;2000;43;0.166666666667;0
253295;1bbd5e7b9f4b9214838577eac6b3;2013;2;1.69;1.69;1;1;5;1;2000;43;0.5;0
253301;840d14de147391c0ac89c45f39bf;2013;2;2.845;1.69;2;7;5;1;2000;43;3.5;0
253302;06aba633e3362fed9c46b994fe66;2013;46;3.6147826087;8.0;11;32;2;0;2000;49;0.695652173913;0
253380;2e1d1e3fe8265865efbc8cbb4baa;2013;1;1.69;1.69;1;1;5;1;2000;43;1.0;0
253387;7bbad33597f9a9bd943e9b018a6a;2013;18;5.54611111111;1.69;11;46;2;0;2000;43;2.55555555556;0
253421;a40fe58925d62e492adf29a291af;2013;1;3.0;3.0;1;1;6;1;40;90;1.0;0
253436;fae508c0fc30a74c4f2bc3674f34;2013;1;1.69;1.69;1;1;6;1;2000;43;1.0;0
253459;80d295db36e7b72cc618c4faf3a4;2013;2;1.845;1.69;2;14;5;1;2000;43;7.0;0
253471;f10a26a65ff49f3a10d7f695c102;2013;2;5.99;1.99;1;1;6;1;2000;32;0.5;0
253533;db3f7bfa1664dfaa44586e2a2cae;2013;5;3.6;2.0;1;1;0;0;1000;100;0.2;0
253542;09cc7756c99c9f71f5dc14a5c245;2013;122;1.76573770492;1.69;26;50;6;1;2000;84;0.409836065574;0
253562;27a72ee064e3cb9e09bbacdd3267;2013;1;1.69;1.69;1;1;6;1;2000;49;1.0;0
253563;477717cb1dacb906384bbf0464b9;2013;25;2.578;2.0;6;40;3;0;2000;43;1.6;0
253572;1b3b2ac6f114489c69d639ce3174;2013;1;1.45;1.45;1;1;6;1;2000;50;1.0;0
253583;eb514202b7712d05f3e50d741cd5;2013;1;1.69;1.69;1;1;6;1;2000;43;1.0;0
253586;851e61c3aa76e38aa5f217d00211;2013;8;2.1725;4.0;4;26;4;0;2000;84;3.25;0
253587;6004ef20f158cffa46c1ac925780;2013;2;1.69;1.69;1;1;6;1;2000;43;0.5;0
253589;27ed0e8ca17f490328f85c9157d9;2013;48;3.136875;4.0;12;204;6;1;2000;43;4.25;1
253595;3751f315a1217509a366fc3f3d7e;2013;1;4.0;4.0;1;1;6;1;2000;43;1.0;0
253604;87ba64d3dbd7b513701316bbaa62;2013;1;2.0;2.0;1;1;6;1;2000;43;1.0;0
253649;e9d3d8bdad76d5c94ab45ba7eabc;2013;1;1.69;1.69;1;1;6;1;2000;43;1.0;0
253665;cd88a4c63adf092ab82557c8b80e;2013;15;6.99333333333;10.0;6;21;5;1;40;32;1.4;0
253668;ab21fcf4f80ff409ad4dbaba7c59;2013;12;3.625;4.5;1;43;6;1;1000;43;3.58333333333;0
253669;fc6d60613f78ac364ff22f805920;2013;1;2.0;2.0;1;1;6;1;1000;15;1.0;0
253676;94395e3099a42265a91d73f5e349;2013;2;3.75;3.0;1;1;6;1;1000;43;0.5;0
253679;64e9f95f06dd9505929165d4eb66;2013;7;17.1428571429;10.0;6;205;0;0;20;43;29.2857142857;1
253682;de2ae859b0dcdf077339d65f62b0;2013;2;1.69;1.69;1;1;6;1;2000;43;0.5;0
253700;d06511be935546a9c257cf921cb6;2013;9;4.44;5.0;3;116;3;0;61;32;12.8888888889;1
253708;06444086b1a9fa280c8136851c2e;2013;1;1.69;1.69;1;1;6;1;2000;43;1.0;0
253716;b476ea84b211d253b4cd1e99eaea;2013;7;4.28571428571;4.5;1;56;5;1;1000;43;8.0;0
253726;239d697f39d6634b57544a976102;2013;1;2.0;2.0;1;1;6;1;1000;100;1.0;0
253728;62638393e5e75397eaf0729cc612;2013;2;1.69;1.69;2;5;3;0;2000;43;2.5;0
